id,surveyid,titl,nation,authenty,data_coll_start,data_coll_end,created,changed
4685,,"WSP Global Scaling up Handwashing Behavior Impact Evaluation, Baseline and Endline Surveys 2009-2011",Peru,"Water and Sanitation Program - World Bank",2008,2008,Sep-05-14,Sep-05-14
524,,"Nationala Censuses 2007: 11th Population Census and 6th Housing Census - IPUMS Subset",Peru,"National Institute of Statistics and Computing",2007,2007,Sep-29-11,Dec-22-14
4589,,"Encuesta Nacional de Hogares sobre Condiciones de Vida y Pobreza 2007",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica - Presidencia del Consejo de Ministros - Per\u00fa""]",2007,2007,May-19-14,May-19-14
523,,"Censos Nacionales 2007, Población y Vivienda",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica""]",2007,2007,Sep-29-11,Sep-15-13
3471,,"Encuesta Demográfica y de Salud Familiar 2004-2006",Peru,"Instituto Nacional de Estadística e Informática (INEI) - Gobierno Peruano",2003,2006,Sep-14-13,Jul-06-17
4587,,"Encuesta Nacional de Hogares sobre Condiciones de Vida y Pobreza 2006",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica - Presidencia del Consejo de Ministros - Per\u00fa""]",2006,2006,May-19-14,May-19-14
4588,,"Encuesta Nacional Continua 2006",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica - Presidencia del Consejo de Ministros - Per\u00fa""]",2006,2006,May-19-14,May-19-14
719,,"Enterprise Survey 2006",Peru,"[""World Bank""]",2006,2006,Sep-29-11,Sep-15-13
4211,,"Population and Housing Census 2005",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica""]",2005,2005,Feb-19-14,Feb-19-14
4586,,"Encuesta Nacional de Hogares sobre Condiciones de Vida y Pobreza 2005",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica - Presidencia del Consejo de Ministros - Per\u00fa""]",2005,2005,May-19-14,May-19-14
1021,,"Public Expenditure Tracking Survey in Education 2001",Peru,"[""World Bank"","" Inter-American Development Bank"","" Vice Ministry of Regional Development"","" Ministry of Economics and Finance"","" Ministry of Education""]",2002,2002,Oct-25-11,Sep-15-13
1022,,"Public Expenditure Tracking Survey in Health 2001",Peru,"[""World Bank"","" Inter-American Development Bank"","" Vice Ministry of Regional Development"","" Ministry of Economics and Finance"","" Ministry of Health""]",2002,2002,Oct-25-11,Sep-15-13
718,,"Investment Climate Survey 2002",Peru,"[""World Bank""]",2002,2002,Sep-29-11,Sep-15-13
2569,,"Encuesta Demográfica y de Salud Familiar 2000",Peru,"Instituto Nacional de Estadística e Informática (INEI)",2000,2000,Dec-20-12,Jul-06-17
2568,,"Encuesta Demográfica y de Salud Familiar 1996",Peru,"Instituto Nacional de Estadística e Informática (INEI)",1996,1996,Dec-20-12,Jul-06-17
841,,"Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1994",Peru,"[""Instituto Nacional de Estad\u00edstica (INE)""]",1994,1994,Sep-29-11,Sep-15-13
526,,"Censos Nacionales 1993, Población y Vivienda",Peru,"[""Instituto Nacional de Estad\u00edstica e Inform\u00e1tica""]",1993,1993,Sep-29-11,Sep-15-13
527,,"National Censuses: IX Population and IV Housing 1993 - IPUMS Subset",Peru,"National Institute of Statistics and Computing",1993,1993,Sep-29-11,Dec-22-14
2567,,"Encuesta Demográfica y de Salud Familiar 1991/1992",Peru,"Instituto Nacional de Estadística e Informática (INEI)<BR> Asociación Benéfica PRISMA",1991,1992,Dec-20-12,Jul-06-17
840,,"Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1991",Peru,"[""Instituto Nacional de Estad\u00edstica (INE)""]",1991,1991,Sep-29-11,Sep-15-13
837,,"Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1990",Peru,"[""Instituto Nacional de Estad\u00edstica (INE)""]",1990,1990,Sep-29-11,Sep-15-13
834,,"Encuesta Nacional de Hogares sobre Medición de Niveles de Vida 1985",Peru,"[""Instituto Nacional de Estad\u00edstica (INE)""]",1985,1986,Sep-29-11,Sep-15-13
2566,,"Encuesta Demografiga y de Salud Familiar 1986",Peru,"Dirección General de Demografía - Instituto Nacional de Estadística <BR> Consejo Nacional de Población (CNP)",1986,1986,Dec-20-12,Jul-06-17
7024,,"Enterprise Survey 2015",Philippines,"World Bank",2014,2016,Jun-26-17,Jun-26-17
6843,,"World Bank Group Country Survey 2016",Philippines,"Public Opinion Research Group - World Bank Group",2016,2016,Jan-18-17,Jan-18-17
6445,,"Global Financial Inclusion (Global Findex) Database 2014",Philippines,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6765,,"Labor Force Survey 2013, January (First Quarter)",Philippines,"Philippine Statistics Authority",2013,2013,Jan-18-17,Jan-18-17
6766,,"Labor Force Survey 2013, April (Second Quarter)",Philippines,"Philippine Statistics Authority",2013,2013,Jan-18-17,Jan-18-17
6767,,"Labor Force Survey 2013, July (Third Quarter)",Philippines,"Philippine Statistics Authority",2013,2013,Jan-18-17,Jan-18-17
6768,,"Labor Force Survey 2013, October (Fourth Quarter)",Philippines,"Philippine Statistics Authority",2013,2013,Jan-18-17,Jan-18-17
5449,,"National Demographic and Health Survey 2013",Philippines,"National Statistics Office (NSO) - Philippine Statistics Authority (PSA)",2013,2013,Dec-22-14,Jul-06-17
6184,,"KALAHI-CIDSS Community Development Grants 2012",Philippines,"Innovations for Poverty Action",2012,2012,Jul-07-15,Jul-07-15
6762,,"Labor Force Survey 2012, April (Second Quarter)",Philippines,"Philippine Statistics Authority",2012,2012,Jan-18-17,Jan-18-17
6763,,"Labor Force Survey 2012, July (Third Quarter)",Philippines,"Philippine Statistics Authority",2012,2012,Jan-18-17,Jan-18-17
6764,,"Labor Force Survey 2012, October (Fourth Quarter)",Philippines,"Philippine Statistics Authority",2012,2012,Jan-18-17,Jan-18-17
4469,,"World Bank Country Survey 2013",Philippines,"[""Public Opinion Research Group - The World Bank Group""]",2012,2012,Apr-07-14,Apr-07-14
2720,,"Global Financial Inclusion (Global Findex) Database 2011",Philippines,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
4198,,"Labor Force Survey 2011, January",Philippines,"[""National Statistics Office""]",2011,2011,Feb-19-14,Feb-19-14
6760,,"Labor Force Survey 2011, April (Second Quarter)",Philippines,"Philippine Statistics Authority",2011,2011,Jan-18-17,Jan-18-17
6761,,"Labor Force Survey 2011, July (Third Quarter)",Philippines,"Philippine Statistics Authority",2011,2011,Jan-18-17,Jan-18-17
3002,,"KALAHI-CIDSS Impact Evaluation 2003-2010",Philippines,"[""Robert S. Chase - World Bank"","" Julien Labonne - World Bank and Oxford University""]",2003,2010,Jul-10-13,Sep-15-13
2096,,"Foreign Trade Statistics of the Philippines 2009, Annual Tabulation",Philippines,"[""National Statistics Office (NSO) - National Economic Development Authority (NEDA)""]",2009,2010,Apr-12-12,Sep-15-13
6756,,"Labor Force Survey 2010, January (First Quarter)",Philippines,"Philippine Statistics Authority",2010,2010,Jan-18-17,Jan-18-17
6757,,"Labor Force Survey 2010, April (Second Quarter)",Philippines,"Philippine Statistics Authority",2010,2010,Jan-18-17,Jan-18-17
6758,,"Labor Force Survey 2010, July (Third Quarter)",Philippines,"Philippine Statistics Authority",2010,2010,Jan-18-17,Jan-18-17
6759,,"Labor Force Survey 2010, October (Fourth Quarter)",Philippines,"Philippine Statistics Authority",2010,2010,Jan-18-17,Jan-18-17
2083,,"BLES Integrated Survey 2007-2008",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2008,2009,Apr-12-12,Sep-15-13
2088,,"Occupational Wages Survey 2008",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2008,2009,Apr-12-12,Sep-15-13
2091,,"Aquaculture Production Survey 2009",Philippines,"[""Bureau of Agricultural Statistics (BAS) - Department of Agriculture""]",2009,2009,Apr-12-12,Sep-15-13
2092,,"Construction Statistics from Approved Building Permits 2009",Philippines,"[""National Statistics Office - National Economic Development Authority ""]",2009,2009,Apr-12-12,Sep-15-13
2093,,"Commercial Livestock and Poultry Survey - Quarterly Survey of Commercial Broiler Farms 2009",Philippines,"[""Bureau of Agricultural Statistics (BAS) - Department of Agriculture (DA)""]",2009,2009,Apr-12-12,Sep-15-13
2094,,"Corn Production Survey 2009",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2009,2009,Apr-12-12,Sep-15-13
2095,,"Farm Prices Survey 2009",Philippines,"[""Bureau of Agricultural Statistics (BAS) - Department of Agriculture (DA)""]",2009,2009,Apr-12-12,Sep-15-13
4195,,"Family Income and Expenditure Survey 2009",Philippines,"[""National Statistics Office""]",2009,2009,Feb-19-14,Feb-19-14
6734,,"Labor Force Survey 2009, April",Philippines,"National Statistics Office",2009,2009,Jan-18-17,Jan-18-17
6741,,"Labor Force Survey 2009, January",Philippines,"National Statistics Office",2009,2009,Jan-18-17,Jan-18-17
6754,,"Labor Force Survey 2009, July",Philippines,"National Statistics Office",2009,2009,Jan-18-17,Jan-18-17
6755,,"Labor Force Survey 2009, October",Philippines,"National Statistics Office",2009,2009,Jan-18-17,Jan-18-17
729,,"Enterprise Survey 2009",Philippines,"[""World Bank""]",2009,2009,Sep-29-11,Sep-15-13
2081,,"Costs and Returns Survey of Seaweed Production 2007",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2008,2008,Apr-12-12,Sep-15-13
2082,,"Annual Poverty Indicators Survey 2008, Sixth round",Philippines,"[""National Statistics Office - National Economic and Development Authority ""]",2008,2008,Apr-12-12,Sep-15-13
2084,,"Construction Statistics from Approved Building Permits 2008",Philippines,"[""National Statistics Office - National Economic Development Authority ""]",2008,2008,Apr-12-12,Sep-15-13
2085,,"Commodity Flow in the Philippines 2008",Philippines,"[""National Statistics Office (NSO) - National Economic and Development Authority (NEDA)""]",2008,2008,Apr-12-12,Sep-15-13
2086,,"Crops Production Survey 2008",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2008,2008,Apr-12-12,Sep-15-13
2089,,"Producer Price Survey for Manufacturing 2008",Philippines,"[""National Statistics Office - National Economic and Development Authority""]",2008,2008,Apr-12-12,Sep-15-13
2090,,"Survey on Overseas Filipinos 2008",Philippines,"[""National Statistics Office""]",2008,2008,Apr-12-12,Sep-15-13
2580,,"National Demographic and Health Survey 2008",Philippines,"National Statistics Office (NSO)",2008,2008,Dec-20-12,Jul-06-17
4193,,"Labor Force Survey 2008, January",Philippines,"[""National Statistics Office""]",2008,2008,Feb-19-14,Feb-19-14
4194,,"Labor Force Survey 2008, April",Philippines,"[""National Statistics Office""]",2008,2008,Feb-19-14,Feb-19-14
4196,,"Labor Force Survey 2008, July",Philippines,"[""National Statistics Office""]",2008,2008,Feb-19-14,Feb-19-14
4197,,"Labor Force Survey 2008, October",Philippines,"[""National Statistics Office""]",2008,2008,Feb-19-14,Feb-19-14
2075,,"BLES Integrated Survey 2006",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2006,2007,Apr-12-12,Sep-15-13
2080,,"Occupational Wages Survey 2006",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2006,2007,Apr-12-12,Sep-15-13
4049,,"Global School-based Student Health Survey 2007",Philippines,"[""World Health Organization"","" Centers for Disease Control and Prevention""]",2007,2007,Feb-19-14,Feb-19-14
4189,,"Labor Force Survey 2007, January",Philippines,"[""National Statistics Office""]",2007,2007,Feb-19-14,Feb-19-14
4190,,"Labor Force Survey 2007, April",Philippines,"[""National Statistics Office""]",2007,2007,Feb-19-14,Feb-19-14
4191,,"Labor Force Survey 2007, July",Philippines,"[""National Statistics Office""]",2007,2007,Feb-19-14,Feb-19-14
4192,,"Labor Force Survey 2007, October",Philippines,"[""National Statistics Office""]",2007,2007,Feb-19-14,Feb-19-14
575,,"Census of Population 2007",Philippines,"[""National Statistics Office""]",2007,2007,Sep-29-11,Sep-15-13
2074,,"Barangay Agricultural Profiling Survey 2006, Cordillera Administrative Region",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2006,2006,Apr-12-12,Sep-15-13
2076,,"Costs and Returns Survey of Garlic Production 2006",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2006,2006,Apr-12-12,Sep-15-13
2077,,"Costs and Returns Survey of Milkfish Production 2006",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2006,2006,Apr-12-12,Sep-15-13
2078,,"Costs and Returns Survey of Onion Production 2006",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2006,2006,Apr-12-12,Sep-15-13
2079,,"Family Income and Expenditure Survey 2006",Philippines,"[""National Statistics Office""]",2006,2006,Apr-12-12,Sep-15-13
4185,,"Labour Force Survey 2006, January",Philippines,"[""National Statistics Office""]",2006,2006,Feb-19-14,Feb-19-14
4186,,"Labour Force Survey 2006, April",Philippines,"[""National Statistics Office""]",2006,2006,Feb-19-14,Feb-19-14
4187,,"Labour Force Survey 2006, July",Philippines,"[""National Statistics Office""]",2006,2006,Feb-19-14,Feb-19-14
4188,,"Labour Force Survey 2006, October",Philippines,"[""National Statistics Office""]",2006,2006,Feb-19-14,Feb-19-14
2071,,"BLES Integrated Survey 2003-2004",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2004,2005,Apr-12-12,Sep-15-13
2073,,"Costs and Returns Survey of Palay Production by Seed Type and Class 2005",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2005,2005,Apr-12-12,Sep-15-13
6749,,"Labor Force Survey 2005, January",Philippines,"National Statistics Office",2005,2005,Jan-18-17,Jan-18-17
6750,,"Labor Force Survey 2005, April",Philippines,"National Statistics Office",2005,2005,Jan-18-17,Jan-18-17
6751,,"Labor Force Survey 2005, July",Philippines,"National Statistics Office",2005,2005,Jan-18-17,Jan-18-17
6752,,"Labor Force Survey 2005, October",Philippines,"National Statistics Office",2005,2005,Jan-18-17,Jan-18-17
2069,,"BLES Integrated Survey 2002-2003",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2003,2004,Apr-12-12,Sep-15-13
728,,"Investment Climate Survey 2003",Philippines,"[""World Bank"","" Asian Development Bank""]",2003,2004,Sep-29-11,Sep-15-13
2072,,"Occupational Wages Survey 2004",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2004,2004,Apr-12-12,Sep-15-13
6745,,"Labor Force Survey 2004, January",Philippines,"National Statistics Office",2004,2004,Jan-18-17,Jan-18-17
6746,,"Labor Force Survey 2004, April",Philippines,"National Statistics Office",2004,2004,Jan-18-17,Jan-18-17
6747,,"Labor Force Survey 2004, July",Philippines,"National Statistics Office",2004,2004,Jan-18-17,Jan-18-17
6748,,"Labor Force Survey 2004, October",Philippines,"National Statistics Office",2004,2004,Jan-18-17,Jan-18-17
2067,,"Census of Agriculture 2002",Philippines,"[""National Statistics Office - National Economic and Development Authority""]",2003,2003,Apr-12-12,Sep-15-13
2068,,"Occupational Wages Survey 2002",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2002,2003,Apr-12-12,Sep-15-13
2070,,"Integrated Farm Household Survey 2003",Philippines,"[""Bureau of Agricultural Statistics - Department of Agriculture""]",2003,2003,Apr-12-12,Sep-15-13
2226,,"World Health Survey 2003",Philippines,"[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
2579,,"National Demographic and Health Survey 2003",Philippines,"Philippines National Statistics Office (NSO)",2003,2003,Dec-20-12,Jul-06-17
3694,,"Family Income and Expenditure Survey 2003",Philippines,"[""National Statistics Office - Government of Philippines""]",2003,2003,Dec-12-13,Dec-12-13
4048,,"Global School-based Student Health Survey 2003",Philippines,"[""National Epidemiology Center - Department of Health"","" World Health Organization"","" Centers for Disease Control and Prevention""]",2003,2003,Feb-19-14,Feb-19-14
6731,,"Labor Force Survey 2003, January",Philippines,"National Statistics Office",2003,2003,Jan-18-17,Jan-18-17
6742,,"Labor Force Survey 2003, April",Philippines,"National Statistics Office",2003,2003,Jan-18-17,Jan-18-17
6743,,"Labor Force Survey 2003, July",Philippines,"National Statistics Office",2003,2003,Jan-18-17,Jan-18-17
6744,,"Labor Force Survey 2003, October",Philippines,"National Statistics Office",2003,2003,Jan-18-17,Jan-18-17
6728,,"Labor Force Survey 2002, January",Philippines,"National Statistics Office",2002,2002,Jan-18-17,Jan-18-17
6729,,"Labor Force Survey 2002, April",Philippines,"National Statistics Office",2002,2002,Jan-18-17,Jan-18-17
6730,,"Labor Force Survey 2002, July",Philippines,"National Statistics Office",2002,2002,Jan-18-17,Jan-18-17
2066,,"Occupational Injuries Survey 2000",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",2001,2001,Apr-12-12,Sep-15-13
6720,,"Labor Force Survey 2001, January",Philippines,"National Statistics Office",2001,2001,Jan-18-17,Jan-18-17
6725,,"Labor Force Survey 2001, April",Philippines,"National Statistics Office",2001,2001,Jan-18-17,Jan-18-17
6726,,"Labor Force Survey 2001, July",Philippines,"National Statistics Office",2001,2001,Jan-18-17,Jan-18-17
6727,,"Labor Force Survey 2001, October",Philippines,"National Statistics Office",2001,2001,Jan-18-17,Jan-18-17
3693,,"Family Income and Expenditure Survey 2000",Philippines,"[""National Statistics Office - Government of Philippines""]",2000,2000,Dec-12-13,Dec-12-13
573,,"Census of Population and Housing 2000",Philippines,"[""National Statistics Office""]",2000,2000,Sep-29-11,Sep-15-13
574,,"Census of Population and Housing 2000 - IPUMS Subset",Philippines,"National Statistics Office",2000,2000,Sep-29-11,Dec-22-14
2064,,"Labor Cost Survey 1998",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",1999,1999,Apr-12-12,Sep-15-13
2065,,"Industrial Relations at the Workplace Survey 1999",Philippines,"[""Bureau of Labor and Employment Statistics - Department of Labor and Employment""]",1999,1999,Apr-12-12,Sep-15-13
2364,,"Multiple Indicator Cluster Survey 1999",Philippines,"[""National Statistical Cooperation Board""]",1999,1999,Dec-20-12,Sep-15-13
2578,,"National Demographic and Health Survey 1998",Philippines,"National Statistics Office (NSO)<BR> Department of Health (DOH)",1998,1998,Dec-20-12,Jul-06-17
3706,,"Family Income and Expenditure Survey 1997",Philippines,"[""National Statistics Office - Government of Philippines""]",1997,1997,Dec-12-13,Dec-12-13
571,,"Census of Population 1995",Philippines,"[""National Statistics Office""]",1995,1995,Sep-29-11,Sep-15-13
572,,"Census of Population 1995 - IPUMS Subset",Philippines,"National Statistics Office",1995,1995,Sep-29-11,Dec-22-14
3700,,"Family Income and Expenditure Survey 1994",Philippines,"[""National Statistics Office - Government of Philippines""]",1994,1994,Dec-12-13,Dec-12-13
2577,,"National Demographic Survey 1993",Philippines,"National Statistics Office (NSO)",1993,1993,Dec-20-12,Jul-06-17
3705,,"Family Income and Expenditure Survey 1991",Philippines,"[""National Statistics Office - Government of Philippines""]",1991,1991,Dec-12-13,Dec-12-13
5445,,"Labor Force Survey 1991, 1st Quarter",Philippines,"National Statistics Office",1991,1991,Dec-22-14,Dec-22-14
5446,,"Labor Force Survey 1991, 2nd Quarter",Philippines,"National Statistics Office",1991,1991,Dec-22-14,Dec-22-14
5447,,"Labor Force Survey 1991, 3rd Quarter",Philippines,"National Statistics Office",1991,1991,Dec-22-14,Dec-22-14
5448,,"Labor Force Survey 1991, 4th Quarter",Philippines,"National Statistics Office",1991,1991,Dec-22-14,Dec-22-14
559,,"Census of Population and Housing 1990 - IPUMS Subset",Philippines,"National Statistics Office",1990,1990,Sep-29-11,Dec-22-14
560,,"Census of Population and Housing 1990",Philippines,"[""National Statistics Office""]",1990,1990,Sep-29-11,Sep-15-13
557,,"Census of Population and Housing 1980",Philippines,"[""National Census and Statistics Office""]",1980,1980,Sep-29-11,Sep-15-13
556,,"Census of Population and Housing 1975",Philippines,"[""National Census and Statistics Office""]",1975,1975,Sep-29-11,Sep-15-13
542,,"Census of Population and Housing 1970",Philippines,"[""Bureau of the Census and Statistics - Department of Commerce and Industry""]",1970,1970,Sep-29-11,Sep-15-13
541,,"Census 1960, Population and Housing",Philippines,"[""Bureau of the Census and Statistics - Department of Commerce and Industry""]",1960,1960,Sep-29-11,Sep-15-13
7110,,"In-Tech Program Impact Evaluation 2016",Poland,"David McKenzie - World Bank",2016,2016,Jun-26-17,Jun-26-17
6689,,"Entrepreneurial Discovery Process Project 2014, Firm Interviews",Poland,"Ministry of Economic Development, Poland<BR> World Bank",2014,2015,Jan-18-17,Jan-18-17
7005,,"Household Budget Survey 2015",Poland,"Central Statistical Office of Poland - CSO",2015,2015,Jun-26-17,Jun-26-17
6446,,"Global Financial Inclusion (Global Findex) Database 2014",Poland,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6185,,"BOOST Government Expenditure Data 2004-2013",Poland,"Macroeconomics & Fiscal Management GP - World Bank<BR> Education GP - World Bank<BR> Ministry of Finance of Poland",2004,2013,Jul-07-15,Jul-07-15
4470,,"World Bank Country Survey 2013",Poland,"[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
5487,,"Enterprise Survey 2013",Poland,"World Bank<BR> European Bank for Reconstruction and Development",2013,2013,Dec-22-14,Dec-22-14
4797,,"Household Budget Survey 2012",Poland,"Central Statistical Office of Poland - CSO",2012,2012,Sep-05-14,Jul-07-15
5756,,"European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2012,2012,Mar-13-15,Mar-13-15
5853,,"European Union Statistics on Income and Living Conditions 2008-2011 - Longitudinal User Database",Poland,"Eurostat - European Commission ",2008,2011,Mar-13-15,Mar-13-15
2799,,"Global Financial Inclusion (Global Findex) Database 2011",Poland,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
4591,,"Labour Force Survey 2011",Poland,"Poland Central Statistical Office",2011,2011,May-19-14,Jul-07-15
5755,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5852,,"European Union Statistics on Income and Living Conditions 2007-2010 - Longitudinal User Database",Poland,"Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
2929,,"Household Budget Survey 2010",Poland,"Central Statistical Office of Poland - CSO",2010,2010,Jul-10-13,Jul-07-15
5754,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
1843,,"Management, Organization and Innovation Survey 2009",Poland,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Dec-19-11,Sep-15-13
2928,,"Household Budget Survey 2009",Poland,"Central Statistical Office of Poland - CSO",2009,2009,Jul-10-13,Jul-07-15
732,,"Enterprise Survey 2009",Poland,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Sep-29-11,Sep-15-13
5753,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
2927,,"Household Budget Survey 2008",Poland,"Central Statistical Office of Poland - CSO",2008,2008,Jul-10-13,Jul-07-15
5752,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
2926,,"Household Budget Survey 2007",Poland,"Central Statistical Office of Poland - CSO",2007,2007,Jul-10-13,Jul-07-15
5482,,"Labour Force Survey 2007, First Quarter",Poland,"Central Statistical Office (CSO)",2007,2007,Dec-22-14,Jul-07-15
5483,,"Labour Force Survey 2007, Second Quarter",Poland,"Central Statistical Office (CSO)",2007,2007,Dec-22-14,Jul-07-15
5484,,"Labour Force Survey 2007, Third Quarter",Poland,"Central Statistical Office (CSO)",2007,2007,Dec-22-14,Jul-07-15
5485,,"Labour Force Survey 2007, Fourth Quarter",Poland,"Central Statistical Office (CSO)",2007,2007,Dec-22-14,Jul-07-15
5486,,"Labour Force Survey 2007",Poland,"Central Statistical Office (CSO)",2007,2007,Dec-22-14,Jul-07-15
5751,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
2925,,"Household Budget Survey 2006",Poland,"Central Statistical Office of Poland - CSO",2006,2006,Jul-10-13,Jul-07-15
5477,,"Labour Force Survey 2006, First Quarter",Poland,"Central Statistical Office (CSO)",2006,2006,Dec-22-14,Jul-07-15
5478,,"Labour Force Survey 2006, Second Quarter",Poland,"Central Statistical Office (CSO)",2006,2006,Dec-22-14,Jul-07-15
5479,,"Labour Force Survey 2006, Third Quarter",Poland,"Central Statistical Office (CSO)",2006,2006,Dec-22-14,Jul-07-15
5480,,"Labour Force Survey 2006, Fourth Quarter",Poland,"Central Statistical Office (CSO)",2006,2006,Dec-22-14,Jul-07-15
5481,,"Labour Force Survey 2006",Poland,"Central Statistical Office (CSO)",2006,2006,Dec-22-14,Jul-07-15
5750,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
2924,,"Household Budget Survey 2005",Poland,"Central Statistical Office of Poland - CSO",2005,2005,Jul-10-13,Jul-07-15
731,,"Enterprise Survey 2005",Poland,"[""World Bank"","" European Bank for Reconstruction and Development""]",2005,2005,Sep-29-11,Sep-15-13
5472,,"Labour Force Survey 2005, First Quarter",Poland,"Central Statistical Office (CSO)",2005,2005,Dec-22-14,Jul-07-15
5473,,"Labour Force Survey 2005, Second Quarter",Poland,"Central Statistical Office (CSO)",2005,2005,Dec-22-14,Jul-07-15
5474,,"Labour Force Survey 2005, Third Quarter",Poland,"Central Statistical Office (CSO)",2005,2005,Dec-22-14,Jul-07-15
5475,,"Labour Force Survey 2005, Fourth Quarter",Poland,"Central Statistical Office (CSO)",2005,2005,Dec-22-14,Jul-07-15
5476,,"Labour Force Survey 2005",Poland,"Central Statistical Office (CSO)",2005,2005,Dec-22-14,Jul-07-15
5749,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database",Poland,"Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
2923,,"Household Budget Survey 2004",Poland,"Central Statistical Office of Poland - CSO",2004,2004,Jul-10-13,Jul-07-15
6186,,"Labour Force Survey 2004, First Quarter",Poland,"Central Statistical Office (CSO)",2004,2004,Jul-07-15,Jul-07-15
6187,,"Labour Force Survey 2004, Second Quarter",Poland,"Central Statistical Office (CSO)",2004,2004,Jul-07-15,Jul-07-15
6188,,"Labour Force Survey 2004, Third Quarter",Poland,"Central Statistical Office (CSO)",2004,2004,Jul-07-15,Jul-07-15
6189,,"Labour Force Survey 2004, Fourth Quarter",Poland,"Central Statistical Office (CSO)",2004,2004,Jul-07-15,Jul-07-15
5471,,"Labour Force Survey 2004",Poland,"Central Statistical Office (CSO)",2004,2004,Dec-22-14,Jul-07-15
2922,,"Household Budget Survey 2003",Poland,"Central Statistical Office of Poland - CSO",2003,2003,Jul-10-13,Jul-07-15
5466,,"Labour Force Survey 2003, First Quarter",Poland,"Central Statistical Office (CSO)",2003,2003,Dec-22-14,Jul-07-15
5467,,"Labour Force Survey 2003, Second Quarter",Poland,"Central Statistical Office (CSO)",2003,2003,Dec-22-14,Jul-07-15
5468,,"Labour Force Survey 2003, Third Quarter",Poland,"Central Statistical Office (CSO)",2003,2003,Dec-22-14,Jul-07-15
5469,,"Labour Force Survey 2003, Fourth Quarter",Poland,"Central Statistical Office (CSO)",2003,2003,Dec-22-14,Jul-07-15
