"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","THA","Thailand","","WQ3","Q3","","76.2 [73.7-78.5]","76.18803","73.66756","78.53752","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","THA","Thailand","","WQ4","Q4","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","THA","Thailand","","WQ5","Q5 (Richest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ4","Q4","","8.0 [4.2-14.6]","7.96615","4.18459","14.64281","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ5","Q5 (Richest)","","16.9 [10.6-25.9]","16.88598","10.57157","25.88048","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ2","Q2","","30.8 [20.0-44.2]","30.82811","20.03540","44.21965","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ5","Q5 (Richest)","","34.4 [23.4-47.5]","34.44461","23.40606","47.46312","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ2","Q2","","8.0 [5.8-10.9]","8.02017","5.84849","10.90485","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ5","Q5 (Richest)","","18.5 [15.1-22.5]","18.53883","15.11914","22.52671","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ1","Q1 (Poorest)","","34.9 [30.4-39.7]","34.92603","30.39643","39.74519","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ2","Q2","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","WQ3","Q3","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","WQ2","Q2","","15.5 [13.4-17.9]","15.53823","13.41967","17.92202","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","WQ3","Q3","","16.9 [14.8-19.2]","16.88922","14.80850","19.19641","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","WQ3","Q3","","34.9 [31.1-38.9]","34.93533","31.13185","38.94075","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","TGO","Togo","","WQ3","Q3","","7.0 [5.6-8.7]","6.97459","5.57055","8.69991","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","AFR","Africa","","TGO","Togo","","WQ1","Q1 (Poorest)","","36.4 [32.3-40.6]","36.35852","32.34772","40.56841","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","TGO","Togo","","WQ1","Q1 (Poorest)","","6.5 [4.7-8.8]","6.46065","4.70710","8.80708","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","TGO","Togo","","WQ1","Q1 (Poorest)","","21.7 [17.2-26.9]","21.67391","17.24751","26.86749","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","WQ1","Q1 (Poorest)","","10.5 [8.1-13.6]","10.52744","8.08279","13.60205","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1998","1998","","EUR","Europe","","TUR","Turkey","","WQ4","Q4","","68.2 [65.1-71.2]","68.19505","65.08101","71.15447","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","EUR","Europe","","TUR","Turkey","","WQ4","Q4","","76.6 [74.0-79.0]","76.61750","74.01958","79.02924","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2003","2003","","EUR","Europe","","TUR","Turkey","","WQ5","Q5 (Richest)","","75.6 [73.4-77.7]","75.61440","73.36977","77.72726","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","TKM","Turkmenistan","","WQ1","Q1 (Poorest)","","45.9 [41.4-50.5]","45.91330","41.43197","50.46172","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","TKM","Turkmenistan","","WQ2","Q2","","47.4 [42.7-52.1]","47.38263","42.66888","52.14351","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","TKM","Turkmenistan","","WQ5","Q5 (Richest)","","48.1 [43.7-52.6]","48.14294","43.74746","52.56735","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","WQ2","Q2","","8.1 [6.4-10.2]","8.12205","6.43754","10.19931","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","WQ3","Q3","","10.5 [8.3-13.2]","10.54054","8.33478","13.24569","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","WQ4","Q4","","34.4 [29.5-39.7]","34.42704","29.47618","39.74087","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","WQ5","Q5 (Richest)","","50.7 [46.4-55.0]","50.69310","46.37640","54.99949","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","UGA","Uganda","","WQ4","Q4","","12.4 [9.8-15.5]","12.36331","9.81190","15.46439","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","UGA","Uganda","","WQ5","Q5 (Richest)","","20.0 [17.3-23.1]","20.03550","17.28522","23.10116","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2000","2000","","AFR","Africa","","UGA","Uganda","","WQ5","Q5 (Richest)","","42.9 [38.1-47.9]","42.94810","38.13425","47.89914","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","UGA","Uganda","","WQ5","Q5 (Richest)","","37.9 [34.5-41.4]","37.88713","34.48368","41.41416","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","UGA","Uganda","","WQ1","Q1 (Poorest)","","9.9 [8.0-12.1]","9.86667","8.02849","12.07048","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","UGA","Uganda","","WQ2","Q2","","26.4 [22.7-30.4]","26.38403","22.71475","30.41279","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2006","2006","","AFR","Africa","","UGA","Uganda","","WQ3","Q3","","32.9 [28.5-37.6]","32.90286","28.48239","37.64824","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","UGA","Uganda","","WQ2","Q2","","21.2 [18.3-24.4]","21.21642","18.34132","24.40748","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","UGA","Uganda","","WQ3","Q3","","24.7 [21.8-27.8]","24.68017","21.78137","27.82751","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2011","2011","","AFR","Africa","","UGA","Uganda","","WQ3","Q3","","50.0 [45.9-54.0]","49.95555","45.88326","54.02842","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","UKR","Ukraine","","WQ3","Q3","","58.4 [53.1-63.5]","58.39141","53.11169","63.48536","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","UKR","Ukraine","","WQ4","Q4","","66.3 [60.2-71.9]","66.30069","60.16584","71.93150","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2005","2005","","EUR","Europe","","UKR","Ukraine","","WQ1","Q1 (Poorest)","","77.4 [66.4-85.6]","77.42911","66.35934","85.64427","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ1","Q1 (Poorest)","","36.0 [30.8-41.4]","35.97410","30.84086","41.44965","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ1","Q1 (Poorest)","","82.3 [78.2-85.7]","82.26524","78.16511","85.73596","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2012","2012","","EUR","Europe","","UKR","Ukraine","","WQ1","Q1 (Poorest)","","34.6 [29.7-39.9]","34.62708","29.67878","39.93190","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1996","1996","","EUR","Europe","","UZB","Uzbekistan","","WQ4","Q4","","51.2 [46.0-56.3]","51.15636","45.97784","56.31019","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","UZB","Uzbekistan","","WQ4","Q4","","62.9 [60.2-65.4]","62.85694","60.23860","65.40189","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EUR","Europe","","UZB","Uzbekistan","","WQ5","Q5 (Richest)","","63.4 [60.6-66.2]","63.44349","60.64068","66.15810","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","VUT","Vanuatu","","WQ2","Q2","","40.3 [34.2-46.6]","40.25491","34.20863","46.61270","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","VUT","Vanuatu","","WQ5","Q5 (Richest)","","44.6 [38.6-50.7]","44.57129","38.59290","50.71100","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","WPR","Western Pacific","","VNM","Viet Nam","","WQ2","Q2","","72.9 [68.8-76.6]","72.88467","68.79279","76.62235","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","WPR","Western Pacific","","VNM","Viet Nam","","WQ3","Q3","","77.7 [74.6-80.5]","77.70679","74.63513","80.50364","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","WPR","Western Pacific","","VNM","Viet Nam","","WQ4","Q4","","95.0 [93.2-96.3]","94.98386","93.18090","96.32890","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1997","1997","","WPR","Western Pacific","","VNM","Viet Nam","","WQ5","Q5 (Richest)","","94.3 [92.4-95.8]","94.33897","92.38571","95.81388","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","VNM","Viet Nam","","WQ5","Q5 (Richest)","","51.6 [48.2-55.0]","51.64999","48.23861","55.04607","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","VNM","Viet Nam","","WQ3","Q3","","81.6 [78.6-84.3]","81.62977","78.56871","84.34076","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","VNM","Viet Nam","","WQ5","Q5 (Richest)","","96.5 [95.2-97.4]","96.47144","95.19135","97.42001","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","VNM","Viet Nam","","WQ5","Q5 (Richest)","","56.4 [52.8-59.9]","56.39991","52.84512","59.89011","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","VNM","Viet Nam","","WQ1","Q1 (Poorest)","","75.8 [71.5-79.6]","75.79505","71.54295","79.59304","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","VNM","Viet Nam","","WQ2","Q2","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","VNM","Viet Nam","","WQ3","Q3","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","WQ2","Q2","","61.8 [58.5-64.9]","61.78508","58.52731","64.94024","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","WQ3","Q3","","60.1 [57.1-63.2]","60.14985","57.06528","63.15590","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","WQ3","Q3","","No data","","","","","","Not available."
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","WQ4","Q4","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","VNM","Viet Nam","","WQ3","Q3","","55.7 [52.4-58.9]","55.65976","52.40482","58.86682","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","VNM","Viet Nam","","WQ4","Q4","","53.0 [50.0-55.9]","52.97135","49.97418","55.94724","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","VNM","Viet Nam","","WQ1","Q1 (Poorest)","","No data","","","","","","Not available."
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","YEM","Yemen","","WQ1","Q1 (Poorest)","","4.9 [3.1-7.7]","4.90688","3.07296","7.74779","","",""
"fps","Demand for family planning satisfied (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3321","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","YEM","Yemen","","WQ1","Q1 (Poorest)","","31.7 [25.2-39.0]","31.70889","25.20203","39.01935","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","YEM","Yemen","","WQ1","Q1 (Poorest)","","13.6 [11.6-15.9]","13.63872","11.61860","15.94671","","",""
"cpmo","Contraceptive prevalence - modern methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3334","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","YEM","Yemen","","WQ2","Q2","","21.0 [19.0-23.2]","21.00000","18.96614","23.18954","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1999","1999","","AFR","Africa","","ZWE","Zimbabwe","","WQ4","Q4","","55.5 [50.7-60.2]","55.52890","50.73259","60.22437","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","1999","1999","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","68.6 [64.6-72.4]","68.61683","64.55086","72.41573","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZWE","Zimbabwe","","WQ2","Q2","","57.1 [53.1-61.0]","57.12089","53.10104","61.04892","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_DHS","DHS","http://dhsprogram.com/","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","72.1 [68.7-75.3]","72.12050","68.67104","75.32662","","",""
"cpmt","Contraceptive prevalence - modern and traditional methods (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3333","EQ_MICS","MICS","http://mics.unicef.org/","PUBLISHED","Published","","2009","2009","","AFR","Africa","","ZWE","Zimbabwe","","WQ2","Q2","","64.2 [61.3-67.1]","64.22714","61.26263","67.08667","","",""
